STATES,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,YEAR,CONSUMER_TYPE
Amazonas,143556.84,136564.69,145218.13,91783.65,104728.0,129398.2,147101.06999999998,152690.98,156168.75999999998,160106.32,153068.57,141021.71,2020,Industrial
Roraima,1645.0,1755.0,2126.0,2117.0,1927.0,1552.0,1870.0,1832.0,2009.0,1971.0,1693.0,2099.0,2020,Industrial
Pará,1059160.43,986532.99,947687.0,909139.74,936415.58,933761.08,978275.0700000001,1040044.56,1017017.2,1069446.78,1009162.57,1057359.92,2020,Industrial
Amapá,9442.11,7922.5,9965.05,8866.0,8750.0,10325.9,9480.1,9338.5,9153.32,9447.0,8456.07,5506.61,2020,Industrial
Tocantins,20647.72,24592.61,24338.43,24706.09,26950.78,29935.74,31052.69,30819.98,30826.85,30491.99,25209.83,26171.14,2020,Industrial
Maranhão,113621.98000000001,108506.56,117877.22,127179.9,140712.29,133495.16999999998,129731.91,139439.78,138365.91,158391.39,148771.15,136565.5,2020,Industrial
Piauí,15894.65,12924.15,15152.81,10724.17,13055.83,16457.2,13533.4,17199.5,20282.35,19725.1,18600.76,17886.93,2020,Industrial
Ceará,201144.8,204050.76,175963.18,81640.06,124464.07999999999,157075.13,201045.77,200667.97,221426.08000000002,235041.22999999998,203072.18,199060.21000000002,2020,Industrial
Rio Grande do Norte,100151.0,97316.0,96327.0,73663.0,90095.0,87512.0,103616.0,110456.0,110603.0,111663.0,104656.0,99480.0,2020,Industrial
Paraíba,118756.48,121145.96,115710.32,92535.83,97631.55,88688.32999999999,115055.71,123801.53,123967.09,136185.29,130674.73,128365.64,2020,Industrial
Pernambuco,302205.4,295106.97,307983.95,233054.38999999998,264646.49000000005,277878.22,306884.4,322516.55000000005,319434.1,340735.03,318420.58,307130.0,2020,Industrial
Alagoas,64481.14,60348.2,58930.38,47616.25,56529.6,59613.770000000004,65081.89,65768.63,63851.87,59222.340000000004,61471.21,65353.98,2020,Industrial
Sergipe,88672.53,90167.25,87398.28,74194.84,82294.2,80322.78,83766.34000000001,91464.0,90141.54000000001,96833.20000000001,88119.36,91530.77,2020,Industrial
Bahia,818713.0699999998,802350.5200000001,777246.11,694678.72,700392.0200000001,726755.0,794035.23,730796.7500000001,781738.9099999999,831946.09,737466.3700000001,785701.35,2020,Industrial
Minas Gerais,2422671.9499999997,2428141.8,2538801.8600000003,2268048.56,2370530.1799999997,2270614.19,2551338.96,2667870.4999999995,2539447.5,2728950.42,2611136.4,2625105.57,2020,Industrial
Espírito Santo,286944.9,302549.5,339590.5,281767.5,273719.3,290256.3,349663.1,336126.2,346117.3,323319.3,313332.3,330397.8,2020,Industrial
Rio de Janeiro,704578.88,687103.97,715001.51,564956.6699999999,609010.4,588670.73,672634.09,686381.74,681744.59,712331.75,695590.09,722367.95,2020,Industrial
São Paulo,3660931.88,3923294.92,3994239.29,3388877.3,3104146.0199999996,3327897.6199999996,3705989.56,4007568.6799999997,4155857.2600000007,4277901.390000001,4258639.739999999,4154898.16,2020,Industrial
Paraná,1007325.0900000001,1056192.24,1077833.229,919664.02,1009328.51,976217.14,1080799.079,1098922.9000000001,1123888.18,1169525.28,1141825.54,1153741.9900000002,2020,Industrial
Santa Catarina,850888.1800000002,926354.1599999999,884093.38,728480.8099999999,749575.89,786308.7700000001,883308.87,923645.92,955158.2799999999,992382.64,985278.1599000001,919811.74,2020,Industrial
Rio Grande do Sul,704391.7899999999,786666.91,813915.97,729817.42,661811.15,702659.6799999999,770082.7000000001,833294.86,839094.95,875304.1900000001,877894.91,802383.7199999999,2020,Industrial
Mato Grosso do Sul,113502.42,117353.26000000001,121323.45000000001,105040.66,115205.27,122050.04,127218.93000000001,125339.65000000001,127636.45,131902.84,121790.07,126855.90000000001,2020,Industrial
Mato Grosso,162781.49,174107.63999999998,186771.34999999998,173813.62,189685.24,189962.54,199842.31,205057.71,210503.64,212557.69,195348.68,184090.43,2020,Industrial
Goiás,477001.38,462834.19,489833.47000000003,458408.60000000003,493873.47,477350.01,488551.27,516282.87,488235.01999999996,509241.74000000005,483495.41,489554.34,2020,Industrial
Distrito Federal,43096.0,41186.0,42630.0,37811.0,49259.0,45918.0,55688.0,56441.0,56663.0,56930.0,54881.0,51968.0,2020,Industrial
Rondônia,34126.34,36622.46,30029.36,37684.12,37913.009999999995,38848.06,39119.009999999995,40633.64,35070.98,37786.84,38063.33,41013.92,2021,Industrial
Acre,3559.28,3446.73,3103.36,3503.6,3625.46,3574.94,3845.83,4387.49,3899.15,3832.5,3750.1899999999996,4001.79,2021,Industrial
Amazonas,129755.0,130051.0,157052.0,152061.0,157178.0,152013.2,156044.7,165692.8,161271.2,165607.8,160214.2,139295.7,2021,Industrial
Roraima,1850.98,1850.98,1878.03,2029.41,1790.36,1688.72,1666.39,1697.87,1824.12,1838.98,1929.47,1963.03,2021,Industrial
Pará,1070133.68,1007057.58,1089120.29,1080296.61,1124636.82,1074562.1,1091458.91,1079667.11,1057062.1,1076981.84,1091405.0,1126895.0,2021,Industrial
Amapá,5688.57,6210.65,5720.9800000000005,6068.839999999999,5710.24,6023.93,5900.8,6509.42,6627.33,6543.04,6663.950000000001,5787.17,2021,Industrial
Tocantins,24404.07,24605.62,26208.95,33518.22,32534.24,33949.8,35980.1,35718.07,32356.14,34414.96,31140.77,29274.86,2021,Industrial
Maranhão,124268.73999999999,119741.26000000001,118732.73000000001,117182.5,124350.0,143066.3,154948.99,157238.56,157774.11,161166.36,160520.79,158170.64,2021,Industrial
Piauí,17385.35,14500.21,17138.02,17038.47,19014.35,19498.07,20110.86,20327.66,20102.45,20294.84,18097.35,18119.79,2021,Industrial
Ceará,194229.75,215671.55,207590.25,210503.08,208377.49,216686.77,220851.86,235863.08,234605.45,237085.0,231387.89,223652.0,2021,Industrial
Rio Grande do Norte,110684.0,101372.0,106165.0,104166.0,99472.0,100955.0,111931.0,112619.0,108738.0,103198.0,109458.0,104799.0,2021,Industrial
Paraíba,130962.72000000002,117614.45999999999,124967.45,114759.73999999999,112743.52,112885.58,125364.28,126304.61,124687.15000000001,121517.04999999999,120995.92,114618.12000000001,2021,Industrial
Pernambuco,342488.0,320568.15,339456.59,321841.15,339236.23,314076.12,343798.13,329369.02,322658.53,335966.71,336806.53,330298.45,2021,Industrial
Alagoas,78160.62,88147.51999999999,118786.95999999999,112103.11,128466.68,96044.03,98797.20999999999,129646.19,130435.06,98154.79000000001,82647.91,132546.72,2021,Industrial
Sergipe,89058.72,92628.4,102439.81000000001,97709.56,101645.87999999999,92410.22,102715.31999999999,103815.27,102858.82999999999,98431.84,96773.87000000001,108735.86,2021,Industrial
Bahia,828223.57,763421.9299999999,813307.8300000001,771735.9400000001,806332.16,754915.58,795560.9700000001,775730.1,704572.3,802417.53,811732.19,826935.7400000001,2021,Industrial
Minas Gerais,2725744.94,2553747.88,2795521.7399999998,2721100.2199999997,2813607.47,2726046.96,2801119.9099999997,2812574.63,2697635.7399999998,2819109.14,2758660.4099999997,2762812.63,2021,Industrial
Espírito Santo,331362.8,300106.5,333241.5,311728.5,344125.9,363666.9,357708.2,353264.8,340571.9,391013.8,359723.1,338666.3,2021,Industrial
Rio de Janeiro,732498.7,680852.85,740895.7999999999,742664.92,744159.5,712844.62,701064.25,715605.72,704973.38,742096.4,716169.0,657088.81,2021,Industrial
São Paulo,4228676.06,4153972.6,4521947.959999999,4330063.119999999,4135650.3699999996,4195768.17,4211475.64,4250459.58,4358339.13,4352444.59,4338739.489999999,4211258.85,2021,Industrial
Paraná,1136975.5,1087912.2500000002,1204604.43,1149225.02,1177033.5999999999,1132414.08,1180888.951,1195089.7689999999,1129694.8599999999,1193755.291,1171770.5309999997,1132023.35,2021,Industrial
Santa Catarina,878215.98,931585.15,1023943.84,978814.7000000001,967548.29,957139.87,982998.37,1002065.68,983086.8200000001,973100.37,966147.3400000001,906727.5099999999,2021,Industrial
Rio Grande do Sul,821535.9400000001,829742.7899999999,832381.11,949824.0700000001,888036.2200000001,872915.53,870497.26,887427.8400000001,875065.7200000001,864230.97,863853.41,827627.8499999999,2021,Industrial
Mato Grosso do Sul,126778.4,121492.25,136210.94999999998,129203.4,126393.08,126144.4,131363.03,130486.98000000001,125195.98999999999,129087.53,130667.69,132122.69999999998,2021,Industrial
Mato Grosso,165584.17,178212.79,187895.84999999998,181148.75,195660.09000000003,198516.53,202353.19,206343.94,197104.64,196565.41999999998,189503.87000000002,187780.0,2021,Industrial
Goiás,464648.44999999995,464237.88,501640.86000000004,484634.04000000004,512559.27999999997,497860.1,501603.93,513242.42,501496.09,519132.53,509447.24,501258.51,2021,Industrial
Distrito Federal,50450.0,46088.0,53386.0,53044.0,54050.0,54586.0,56057.0,55557.0,51866.0,58077.0,52159.0,50670.0,2021,Industrial
Rondônia,37382.34,37143.97,40408.829999999994,38032.899999999994,38551.37,39836.799999999996,41826.26,43962.04,42398.24,43425.04,40600.08,42282.89000000001,2022,Industrial
Acre,3736.11,3282.14,3924.85,3846.72,3907.65,4077.8900000000003,4203.18,4244.5199999999995,4310.15,4076.79,4124.82,4171.03,2022,Industrial
Amazonas,148788.0,144548.0,161249.0,152871.0,165309.0,155629.0,166840.0,180499.0,173674.0,177149.0,171081.0,147576.0,2022,Industrial
Roraima,1937.01,1993.25,2113.85,1939.14,1901.15,1797.38,1833.18,1989.71,1976.92,2073.06,2490.6,2571.04,2022,Industrial
Pará,1102983.0,932521.0,999380.76,977665.61,1046877.66,1090592.6099999999,1171670.0,1188542.28,1114000.91,1130199.0,1136390.94,1180746.21,2022,Industrial
Amapá,9137.449999999999,8256.99,6480.849999999999,11519.81,9733.440999999999,9695.380000000001,9120.68,9191.06,5386.71,8728.419,8581.05,7588.389999999999,2022,Industrial
Tocantins,26083.19,29313.97,31849.92,34606.45,35505.78,37359.82,38992.45,42005.0,40285.65,40659.17,34235.5,33582.19,2022,Industrial
Maranhão,138344.93,127854.22,127961.94,135981.28,156897.29,186443.26,233941.83000000002,275771.39,304893.9,351085.08,375553.16000000003,413955.71,2022,Industrial
Piauí,16084.8,13595.78,16814.23,17227.51,19519.12,19806.87,20071.76,20333.22,20139.89,20615.81,18756.78,17863.48,2022,Industrial
Ceará,192359.69,208927.3,206245.61,221548.77,211464.21000000002,232734.83,226250.83000000002,237455.52,244595.15999999997,228464.87,227114.62,219313.96,2022,Industrial
Rio Grande do Norte,104713.0,92133.0,109425.0,103414.0,101800.0,101750.0,103665.0,111860.0,107290.0,108801.0,107877.0,103142.0,2022,Industrial
Paraíba,114763.77,109983.06,118708.95999999999,114580.6,113173.02,111601.61,117496.39,120715.06000000001,115253.31,117035.56,108019.7,107153.3,2022,Industrial
Pernambuco,328878.85000000003,321438.04,328388.55,326959.7,339041.39,310617.64999999997,317881.92,316326.35000000003,321202.02999999997,332166.46,295806.5,289136.21,2022,Industrial
Alagoas,127781.94,139498.85,151955.53,136107.81,71805.17,114435.26000000001,172561.6,169590.95,123941.42,114661.19,108415.0,106466.86,2022,Industrial
Sergipe,90529.34,93589.87000000001,106182.15,95947.33,100985.72,86613.0,80764.76999999999,95347.08,98397.15999999999,102637.92,98196.44,98635.23000000001,2022,Industrial
Bahia,791820.39,740006.9900000001,800844.6,811187.91,817304.29,795077.3900000001,837609.24,821569.74,776032.0300000001,828512.91,789370.8600000001,778045.1699999999,2022,Industrial
Minas Gerais,2673187.2399999998,2519223.2899999996,2907490.0499999993,2811837.8200000003,2904284.36,2792070.0300000003,2892459.52,2871094.84,2793743.08,2868596.8,2755206.9299999997,2672873.7499999995,2022,Industrial
Espírito Santo,328858.0,317716.7,342201.1,344385.2,368178.0,331468.0,332053.3,350196.8,344328.4,332862.3,331910.5,320618.6,2022,Industrial
Rio de Janeiro,707755.1,696171.65,731726.73,742824.26,735647.69,699631.47,709307.0299999999,705616.95,677644.0800000001,709666.4199999999,681387.7,590710.25,2022,Industrial
São Paulo,4096471.3999999994,4122280.73,4294312.68,4435241.94,4337252.800000001,4301221.79,4337043.430000001,4408509.96,4425552.25,4328237.15,4269729.76,4100031.8800000004,2022,Industrial
Paraná,1157275.3,1214487.22,1267253.68,1191287.38,1242408.8900000001,1206734.8990000002,1223022.9300000002,1231069.01,1179580.5,1167673.34,1153022.5000000002,1134500.7900000003,2022,Industrial
Santa Catarina,926349.38,937122.1100000001,1017530.47,947521.12,984147.53,969717.11,991411.09,1009396.22,972834.42,981638.75,958934.6699999999,884857.86,2022,Industrial
Rio Grande do Sul,816307.59,808524.26,850554.85,897528.3800000001,815548.8,864171.73,864968.03,867452.21,873008.3,820085.25,842345.72,797612.26,2022,Industrial
Mato Grosso do Sul,126157.24,127222.2,140710.28999999998,131266.04,133610.75,128121.58,137261.19,136842.25,127525.41,131053.53,124596.62,126095.99,2022,Industrial
Mato Grosso,177946.84999999998,176463.06,195955.83,194086.75,200515.09,222095.16999999998,214981.96,219529.25,212371.1,203561.0,186781.0,188757.2,2022,Industrial
Goiás,483335.91,463818.57,472635.33,504359.18,491520.96,499780.87,501888.97,516620.76999999996,522726.23,502352.18,513259.34,499754.57,2022,Industrial
Distrito Federal,48466.0,45763.0,52184.0,50397.0,53419.0,55024.0,48848.0,55924.0,53373.0,56097.0,49587.0,49846.0,2022,Industrial
Rondônia,41399.61,39762.299999999996,43035.409999999996,42100.7,43743.01,42905.969999999994,,,,,,,2023,Industrial
Acre,3803.39,3146.8,3574.5,3518.33,4031.8100000000004,3911.1600000000003,,,,,,,2023,Industrial
Amazonas,162273.0,148907.0,175915.0,160840.0,176895.0,163403.0,,,,,,,2023,Industrial
Roraima,2269.46,2474.07,2427.05,2419.31,2629.33,2530.27,,,,,,,2023,Industrial
Pará,1174574.52,1065638.8499999999,1195183.69,1139619.64,1188270.8599999999,1151147.61,,,,,,,2023,Industrial
Amapá,7392.69,2848.31,3415.5299999999997,3322.56,2877.76,3120.8900000000003,,,,,,,2023,Industrial
Tocantins,30829.58,31800.28,36175.65,35177.92,40151.02,37842.72,,,,,,,2023,Industrial
Maranhão,433721.23,424465.25,503325.72,502026.23,507444.78,470439.86,,,,,,,2023,Industrial
Piauí,17407.0,14156.0,18333.0,16557.0,19761.0,20163.0,,,,,,,2023,Industrial
Ceará,195757.40000000002,219201.18,225960.0,233047.84999999998,219361.0,232202.82,,,,,,,2023,Industrial
Rio Grande do Norte,105920.0,95756.0,107638.0,97016.0,98410.0,114180.0,,,,,,,2023,Industrial
Paraíba,102521.67,100219.65999999999,108062.19,105076.05,106698.55,104865.07,,,,,,,2023,Industrial
Pernambuco,310942.48000000004,314072.99,292772.67,344138.08,305638.52,310982.01999999996,,,,,,,2023,Industrial
Alagoas,145832.7,119739.37,146560.81,159052.64,145213.02,152933.04,,,,,,,2023,Industrial
Sergipe,96721.15,93879.88,105559.70000000001,83764.46,86887.56,83531.51,,,,,,,2023,Industrial
Bahia,801568.8600000001,758762.62,800258.5300000001,824442.22,805547.3400000001,761612.95,,,,,,,2023,Industrial
Minas Gerais,2731812.56,2549330.6900000004,2945219.7500000005,2785710.43,2874616.02,2807631.0300000003,,,,,,,2023,Industrial
Espírito Santo,343295.7,303524.8,346969.8,339804.0,361291.1,359862.7,,,,,,,2023,Industrial
Rio de Janeiro,655120.03,657994.26,710399.7000000001,693169.41,685608.9600000001,684401.33,,,,,,,2023,Industrial
São Paulo,3886793.12,4035667.1399999997,4126732.76,4220243.77,4108538.6999999997,4198386.9799999995,,,,,,,2023,Industrial
Paraná,1164250.45,1115361.41,1227128.2999999998,1200347.6800000002,1237265.6700000002,1154476.68,,,,,,,2023,Industrial
Santa Catarina,915018.09,945208.0,1042318.27,975547.49,982731.01,977686.11,,,,,,,2023,Industrial
Rio Grande do Sul,756466.0,711649.37,921335.16,947113.7,832548.4700000001,857212.81,,,,,,,2023,Industrial
Mato Grosso do Sul,133479.22,129156.71,142349.35,133309.56,132566.18,123261.51000000001,,,,,,,2023,Industrial
Mato Grosso,177889.7,180143.9,198464.4,199604.0,210346.6,219582.3,,,,,,,2023,Industrial
Goiás,500569.61,487519.74000000005,492398.1,491969.67000000004,522593.32,508180.8,,,,,,,2023,Industrial
Distrito Federal,44338.55,45676.31,48729.38,47764.02,49558.68,48062.33,,,,,,,2023,Industrial
Rondônia,25870.0,23367.0,24153.0,24113.0,25789.0,24112.0,24312.0,25604.0,25980.0,27250.0,26816.0,26206.0,2004,Comercial
Acre,7895.19,7328.71,7420.49,7344.94,7141.67,6955.27,7204.7,7580.04,8309.36,7910.23,8377.2,8122.07,2004,Comercial
Amazonas,49832.0,50456.68,47374.0,49875.049999999996,50280.0,50734.0,53678.0,52589.299999999996,55147.54,55373.770000000004,55503.92,55653.53,2004,Comercial
Roraima,6140.73,5821.86,5494.24,6035.23,5548.34,5472.06,5875.85,5820.17,5652.39,5979.97,6798.46,6737.32,2004,Comercial
Pará,78075.20999999999,72466.75,75856.86,78778.78,79714.3,82469.51000000001,79918.68,83588.87999999999,83099.5,82032.34999999999,85685.94,85977.02,2004,Comercial
Amapá,12164.0,3894.0,8639.0,8461.0,7704.0,8309.0,8733.0,7858.0,8850.0,9621.0,9772.0,9605.0,2004,Comercial
Tocantins,13832.43,12160.3,13819.31,14882.76,15464.88,16111.16,14775.08,15814.65,17041.02,16449.64,15665.26,15969.06,2004,Comercial
Maranhão,40478.0,37893.0,40878.0,40503.0,42202.10999999999,42065.0,41961.11,43550.0,44971.76,43339.09,43989.56,43923.4,2004,Comercial
Piauí,25398.0,20769.0,20862.0,24450.0,22877.0,24519.0,22937.0,22760.0,25997.0,25217.0,26629.0,24392.0,2004,Comercial
Ceará,95718.0,86035.52,90006.91,97129.89,90758.0,93769.0,87315.0,92398.26,97622.02,93272.14,96395.25,101414.4,2004,Comercial
Rio Grande do Norte,41972.73,37908.76,41133.24,43495.2,41067.46,41714.65,39380.03,40478.72,41184.38,42783.75,46701.48,48151.14,2004,Comercial
Paraíba,35917.15,32452.64,34377.79,35923.91,33864.49,33949.7,32154.5,31640.54,35193.78,34712.47,35684.09,37017.49,2004,Comercial
Pernambuco,119007.59999999999,115908.15000000001,123234.03,129722.44,124959.86,122253.34999999999,115603.97,117648.45999999999,125223.14,129659.46,130638.75,139701.46,2004,Comercial
Alagoas,31461.0,30119.0,30572.0,32021.0,30512.0,31649.0,27614.0,27011.0,29066.0,29911.0,30409.0,33533.0,2004,Comercial
Sergipe,27767.84,22535.4,25005.99,26187.18,25186.0,24529.82,22743.61,22053.99,23160.72,23534.21,30826.08,26428.43,2004,Comercial
Bahia,171569.94,167151.13999999998,166958.03,174506.11000000002,158749.6,159293.96,149742.57,146608.75,154636.41999999998,163207.13,173179.88,177368.31,2004,Comercial
Minas Gerais,333506.41,297342.3,314054.68,317586.54,310580.37999999995,297819.52999999997,284794.67,289282.77999999997,312165.06,322417.22000000003,335429.33999999997,327306.32999999996,2004,Comercial
Espírito Santo,84819.95,83917.38,86051.42,83632.76,82243.94,75630.88,75145.23,75328.94,78583.38,81686.64,82689.34000000001,86496.99,2004,Comercial
Rio de Janeiro,567234.78,594477.64,585938.91,600338.82,564569.22,506022.24,524984.64,503306.99,537620.74,555512.36,561987.46,614238.44,2004,Comercial
São Paulo,1464892.15,1421227.88,1416475.73,1579355.76,1386690.4600000002,1280006.82,1348601.7099999997,1324733.3099999998,1430715.57,1455419.3699999999,1438769.0200000003,1475363.3299999998,2004,Comercial
Paraná,257032.9,269481.0,268150.6,275651.8,267627.6,239078.5,238400.7,249298.3,264560.5,255562.07,258329.82,268504.72,2004,Comercial
Santa Catarina,170067.34,178962.76,186488.18,170144.61000000002,161961.00999999998,142885.93,146429.99,147906.16,148464.96000000002,153484.73,158350.93000000002,170575.23,2004,Comercial
Rio Grande do Sul,276901.5,285451.1,283818.28,297774.06,266990.86,245687.23,251823.75,248318.33000000002,251758.86,248015.63,260870.25,291864.42,2004,Comercial
Mato Grosso do Sul,51890.31,52517.869999999995,51766.22,55175.479999999996,49652.06,44156.869999999995,42928.340000000004,49557.38,51954.42,53788.450000000004,51412.36,56704.22,2004,Comercial
Mato Grosso,64698.76,65904.98,74537.93,77146.43000000001,68099.85,61587.09,66190.02,62201.57,69189.77,72326.15,72518.20999999999,74257.28,2004,Comercial
Goiás,97266.0,90106.0,96474.0,102078.0,95321.0,91441.0,86788.0,89515.0,97105.0,101968.0,97629.0,97545.0,2004,Comercial
Distrito Federal,93427.0,81618.0,84322.0,94761.0,90165.0,87778.0,87198.0,84814.0,98068.0,97556.0,92111.0,97081.0,2004,Comercial
Rondônia,27206.0,25155.0,25747.0,26397.0,27307.0,27396.0,28707.0,26282.0,27842.0,27943.0,28313.0,30070.0,2005,Comercial
Acre,8023.84,7877.69,8068.18,7587.22,7566.86,8600.05,8269.95,8024.26,8350.59,9009.36,9140.92,8968.23,2005,Comercial
Amazonas,55779.2,52496.520000000004,52179.41,55000.65,52807.88,56443.11,57250.63,57330.64,60826.299999999996,58925.979999999996,60379.33,57287.100000000006,2005,Comercial
Roraima,6690.74,6617.62,6088.01,6593.41,6382.28,6034.74,6205.05,6091.59,6553.38,6679.95,7565.64,6840.01,2005,Comercial
Pará,81672.91999999998,74180.83,82982.6,80300.37,83797.23999999999,84585.24,86608.6,87984.81999999999,88073.24,89540.59000000001,88431.39,89122.70999999999,2005,Comercial
Amapá,9605.0,9605.0,9605.0,9605.0,8550.53,9157.0,9103.0,8696.0,10295.5,9997.54,9725.07,10057.98,2005,Comercial
Tocantins,15312.36,14949.63,15339.26,15861.62,16409.95,16868.75,16441.92,16537.4,18097.29,17794.41,17108.37,16372.67,2005,Comercial
Maranhão,43828.51,41381.560000000005,43721.93,43948.67,45268.86,46120.979999999996,44781.87,48807.88,46846.24,47504.81,48725.52,51421.479999999996,2005,Comercial
Piauí,26257.0,24389.0,22805.0,24227.0,25040.0,25661.0,26116.0,24497.0,27812.0,28367.0,28133.0,28547.0,2005,Comercial
Ceará,99325.96,97263.29,99345.09,98830.18,100471.6,98064.83,96917.21,100088.9,99586.49,103126.9,103744.7,108938.0,2005,Comercial
Rio Grande do Norte,44329.39,45648.69,46739.14,50212.38,50198.93,47137.62,48556.11,48556.11,48131.05,49929.63,51808.17,56997.08,2005,Comercial
Paraíba,38356.34,36720.49,37609.97,39198.47,36282.2,36079.85,33953.88,34479.06,35575.229999999996,36888.62,38489.49,39098.33,2005,Comercial
Pernambuco,141512.97999999998,126951.25,146361.41999999998,140778.49000000002,137998.39,126420.29,120830.39,123262.3,127627.45999999999,136253.96000000002,141150.77000000002,150498.83,2005,Comercial
Alagoas,35228.02,33760.06,32775.62,34531.31,33949.0,31954.97,35552.38,38177.89,37231.31,38527.0,43812.0,41441.0,2005,Comercial
Sergipe,26687.07,26017.97,26120.76,27005.32,26087.39,26176.64,23644.76,23524.5,25241.67,27620.12,28447.11,28760.47,2005,Comercial
Bahia,186783.03,189453.97,181022.96000000002,181349.0,178716.05,163234.0,158713.4,165507.96000000002,167949.02,176972.01,182699.97999999998,184189.02000000002,2005,Comercial
Minas Gerais,344359.68999999994,320236.66,322344.39,353148.34,334549.45,322934.61000000004,309557.99,306465.58,333993.42,337100.17,352232.27,336868.35000000003,2005,Comercial
Espírito Santo,90579.94,85165.31999999999,91927.4,94213.90000000001,86930.81000000001,84455.65000000001,84417.84000000001,83494.91,88558.07999999999,88310.72,89532.49,91209.48000000001,2005,Comercial
Rio de Janeiro,626707.33,585317.21,631195.95,655121.65,596689.03,593240.0700000001,546327.9,553051.67,601572.49,583315.2,613280.3300000001,654886.27,2005,Comercial
São Paulo,1502671.15,1480720.0600000003,1538797.22,1598831.41,1484174.81,1463025.5200000003,1414603.65,1391124.5699999998,1487558.22,1511450.1899999997,1526161.03,1551373.9000000004,2005,Comercial
Paraná,273355.98,276043.72,289466.78,303092.41,270311.53,270293.85,254428.92,260903.0,268695.51999999996,269755.17000000004,281242.97000000003,286890.71,2005,Comercial
Santa Catarina,183556.90000000002,186455.09000000003,192643.37,195075.56,171445.98,166606.95,163339.54,159275.25,161541.19000000003,161481.94000000003,169010.98,189843.67,2005,Comercial
Rio Grande do Sul,306993.13,301989.83,311501.08,292784.75,271162.95,271060.32,267313.11,266243.7,257519.34999999998,256807.91999999998,272354.21,309556.52,2005,Comercial
Mato Grosso do Sul,55170.75,52183.549999999996,58668.82,59365.39,53803.59,48900.97,47243.19,44611.95,50210.29,49753.83,52558.78,54543.530000000006,2005,Comercial
Mato Grosso,69600.19,73692.58,86605.05,85784.98,77851.89,76541.36,71594.5,66246.92,72523.57,73064.87,76149.05,76848.66,2005,Comercial
Goiás,95231.55,96325.55,101356.39,108313.34,101482.49,95564.87,93133.14,99128.61,104117.58,108598.25,109003.15,99934.75,2005,Comercial
Distrito Federal,97719.0,95008.0,91502.0,99922.0,92367.0,94960.0,93645.0,93325.0,98905.0,107425.0,107667.0,101903.0,2005,Comercial
Rondônia,28966.0,26797.0,27565.0,28768.0,27522.0,28019.0,30472.0,29727.0,32137.0,31501.0,30001.0,30966.0,2006,Comercial
Acre,8602.46,8356.19,8610.37,9006.86,8214.7,8454.11,9341.02,8964.13,9980.92,9672.1,9921.24,10206.55,2006,Comercial
Amazonas,56038.62,54535.02,52198.4,57157.81,54619.72,58056.39,59619.340000000004,59327.85,64766.04,60813.189999999995,61654.18,59814.21,2006,Comercial
Roraima,6639.3,6573.94,6591.94,6577.94,6518.85,6602.57,6062.24,6260.43,7207.19,7222.95,7739.5,7107.65,2006,Comercial
Pará,83584.42,78812.79000000001,84087.03,80891.41,83330.75,87535.16,86599.34999999999,88854.79,93653.54000000001,95213.12999999999,92862.43999999999,91546.83999999998,2006,Comercial
Amapá,9655.29,9224.86,8771.0,9788.0,8813.0,9912.0,9671.0,10041.0,10604.0,10892.0,11421.0,10963.0,2006,Comercial
Tocantins,15602.47,15785.95,15932.71,15957.25,16968.6,16907.6,16430.62,17793.91,18592.02,18487.17,17700.34,17508.42,2006,Comercial
Maranhão,45285.88,49177.81,43529.159999999996,46962.01,46727.39,49012.34,45401.2,51893.94,52421.39,52855.64,51750.01,53721.01,2006,Comercial
Piauí,26508.0,25976.0,24606.0,26238.0,24423.0,26331.0,30959.0,29190.0,29418.0,29320.0,29866.0,29169.0,2006,Comercial
Ceará,107809.6,104185.6,101747.0,103447.3,99912.53,103436.2,98426.47,104914.5,105816.8,109236.2,110163.7,112351.1,2006,Comercial
Rio Grande do Norte,51277.66,52649.29,54759.79,53843.37,53770.93,52339.77,50453.92,53409.12,51670.14,55770.86,57178.43,57496.46,2006,Comercial
Paraíba,38453.4,38580.630000000005,39372.85,40465.86,39707.36,39473.44,35834.6,38515.270000000004,38251.72,39461.29,42384.04,41329.530000000006,2006,Comercial
Pernambuco,141624.59999999998,135113.95,150006.99,145980.84,141942.50999999998,132330.02000000002,128854.54,129605.9,132673.74,144429.33000000002,147992.5,159146.63999999998,2006,Comercial
Alagoas,35732.77,35145.5,35905.49,37295.15,33799.08,32064.31,30527.62,31082.47,33457.13,34134.71,36221.82,36421.98,2006,Comercial
Sergipe,28691.5,27945.65,28559.45,29904.11,28860.23,27604.86,25679.6,25814.78,26569.75,27707.22,29327.14,31009.04,2006,Comercial
Bahia,186144.28,181324.53,197025.52,186249.15,173688.93,163172.63999999998,167646.35,165984.59000000003,171933.89,177105.33,191246.21,188075.07,2006,Comercial
Minas Gerais,352825.42000000004,344664.31,360140.46,353610.06000000006,338399.20000000007,330225.50999999995,314171.19,316898.16000000003,342274.37,342587.07999999996,358357.3,359187.39,2006,Comercial
Espírito Santo,101900.72,101644.43000000001,103276.65000000001,99692.62000000001,92240.29000000001,86109.19,82697.44,91124.31,89571.68999999999,91026.56999999999,93965.52,102083.95,2006,Comercial
